title,artist,year,chart_position,weeks_on_chart,decade,top10
sing a song,"earth, wind & fire",1976,59,1,1970s,0.0
heaven must be missing an angel,tavares,1976,60,1,1970s,0.0
ill be good to you,the brothers johnson,1976,61,1,1970s,0.0
rock and roll music,the beach boys,1976,62,1,1970s,0.0
shop around,captain & tennille,1976,63,1,1970s,0.0
saturday night,bay city rollers,1976,64,1,1970s,0.0
island girl,elton john,1976,65,1,1970s,0.0
lets do it again,the staple singers,1976,66,1,1970s,0.0
this masquerade,george benson,1976,69,1,1970s,0.0
evil woman,electric light orchestra,1976,70,1,1970s,0.0
wham bam,silver,1976,71,1,1970s,0.0
im easy,keith carradine,1976,72,1,1970s,0.0
wake up everybody,harold melvin and the blue notes,1976,73,1,1970s,0.0
summer,war,1976,74,1,1970s,0.0
let her in,john travolta,1976,75,1,1970s,0.0
fox on the run,sweet,1976,76,1,1970s,0.0
rhiannon,fleetwood mac,1976,77,1,1970s,0.0
got to get you into my life,the beatles,1976,78,1,1970s,0.0
fanny,bee gees,1976,79,1,1970s,0.0
getaway,"earth, wind & fire",1976,80,1,1970s,0.0
still the one,orleans,1976,82,1,1970s,0.0
youre my best friend,queen,1976,83,1,1970s,0.0
with your love,jefferson starship,1976,84,1,1970s,0.0
slow ride,foghat,1976,85,1,1970s,0.0
whod she coo,ohio players,1976,86,1,1970s,0.0
the boys are back in town,thin lizzy,1976,87,1,1970s,0.0
walk away from love,david ruffin,1976,88,1,1970s,0.0
baby i love your way,peter frampton,1976,89,1,1970s,0.0
young hearts run free,candi staton,1976,90,1,1970s,0.0
breaking up is hard to do,neil sedaka,1976,91,1,1970s,0.0
money honey,bay city rollers,1976,92,1,1970s,0.0
tear the roof off the sucker,parliament,1976,93,1,1970s,0.0
junk food junkie,larry groce,1976,94,1,1970s,0.0
tryin to get the feeling again,barry manilow,1976,95,1,1970s,0.0
rock and roll all night,kiss,1976,96,1,1970s,0.0
disco duck,rick dees,1976,97,1,1970s,0.0
take the money and run,steve miller,1976,98,1,1970s,0.0
squeeze box,the who,1976,99,1,1970s,0.0
country boy,glen campbell,1976,100,1,1970s,0.0
tonights the night,rod stewart,1977,1,1,1970s,1.0
i just want to be your everything,andy gibb,1977,2,1,1970s,1.0
best of my love,the emotions,1977,3,1,1970s,1.0
angel in your arms,hot,1977,5,1,1970s,1.0
i like dreamin,kenny nolan,1977,6,1,1970s,1.0
dont leave me this way,thelma houston,1977,7,1,1970s,1.0
higher and higher,rita coolidge,1977,8,1,1970s,1.0
undercover angel,alan o'day,1977,9,1,1970s,1.0
torn between two lovers,mary macgregor,1977,10,1,1970s,1.0
dancing queen,abba,1977,12,1,1970s,0.0
you make me feel like dancing,leo sayer,1977,13,1,1970s,0.0
margaritaville,jimmy buffett,1977,14,1,1970s,0.0
telephone line,electric light orchestra,1977,15,1,1970s,0.0
whatcha gonna do,pablo cruise,1977,16,1,1970s,0.0
sir duke,stevie wonder,1977,18,1,1970s,0.0
hotel california,eagles,1977,19,1,1970s,0.0
got to give it up,marvin gaye,1977,20,1,1970s,0.0
theme from rocky,bill conti,1977,21,1,1970s,0.0
southern nights,glen campbell,1977,22,1,1970s,0.0
when i need you,leo sayer,1977,24,1,1970s,0.0
hot line,the sylvers,1977,25,1,1970s,0.0
car wash,rose royce,1977,26,1,1970s,0.0
fly like an eagle,the steve miller band,1977,28,1,1970s,0.0
dont give up on us,david soul,1977,29,1,1970s,0.0
on and on,stephen bishop,1977,30,1,1970s,0.0
feels like the first time,foreigner,1977,31,1,1970s,0.0
couldnt get it right,climax blues band,1977,32,1,1970s,0.0
easy,commodores,1977,33,1,1970s,0.0
right time of the night,jennifer warnes,1977,34,1,1970s,0.0
ive got love on my mind,natalie cole,1977,35,1,1970s,0.0
blinded by the light,manfred mann's earth band,1977,36,1,1970s,0.0
looks like we made it,barry manilow,1977,37,1,1970s,0.0
so in to you,atlanta rhythm section,1977,38,1,1970s,0.0
dreams,fleetwood mac,1977,39,1,1970s,0.0
dazz,brick,1977,41,1,1970s,0.0
im in you,peter frampton,1977,42,1,1970s,0.0
lucille,kenny rogers,1977,43,1,1970s,0.0
da doo ron ron,shaun cassidy,1977,45,1,1970s,0.0
handy man,james taylor,1977,46,1,1970s,0.0
you and me,alice cooper,1977,48,1,1970s,0.0
swayin to the music,johnny rivers,1977,49,1,1970s,0.0
lonely boy,andrew gold,1977,50,1,1970s,0.0
i wish,stevie wonder,1977,51,1,1970s,0.0
dont stop,fleetwood mac,1977,52,1,1970s,0.0
barracuda,heart,1977,53,1,1970s,0.0
strawberry letter 23,the brothers johnson,1977,54,1,1970s,0.0
night moves,bob seger,1977,55,1,1970s,0.0
youre my world,helen reddy,1977,56,1,1970s,0.0
heard it in a love song,marshall tucker band,1977,57,1,1970s,0.0
carry on wayward son,kansas,1977,58,1,1970s,0.0
new kid in townvictim of love,eagles,1977,59,1,1970s,0.0
after the lovin,engelbert humperdinck,1977,61,1,1970s,0.0
jet airliner,the steve miller band,1977,62,1,1970s,0.0
stand tall,burton cummings,1977,63,1,1970s,0.0
way down,elvis presley,1977,64,1,1970s,0.0
weekend in new england,barry manilow,1977,65,1,1970s,0.0
it was almost like a song,ronnie milsap,1977,66,1,1970s,0.0
cold as ice,foreigner,1977,68,1,1970s,0.0
ariel,dean friedman,1977,69,1,1970s,0.0
lost without your love,bread,1977,70,1,1970s,0.0
theme from star wars,meco,1977,71,1,1970s,0.0
float on,the floaters,1977,72,1,1970s,0.0
jeans on,david dundas,1977,73,1,1970s,0.0
lido shuffle,boz scaggs,1977,74,1,1970s,0.0
you made me believe in magic,bay city rollers,1977,76,1,1970s,0.0
livin thing,electric light orchestra,1977,77,1,1970s,0.0
give a little bit,supertramp,1977,78,1,1970s,0.0
love so right,bee gees,1977,80,1,1970s,0.0
i never cry,alice cooper,1977,82,1,1970s,0.0
nobody does it better,carly simon,1977,83,1,1970s,0.0
high school dance,the sylvers,1977,84,1,1970s,0.0
loves grown deep,kenny nolan,1977,85,1,1970s,0.0
aint gonna bump no more,joe tex,1977,86,1,1970s,0.0
i wanna get next to you,rose royce,1977,87,1,1970s,0.0
somebody to love,queen,1977,88,1,1970s,0.0
muskrat love,captain & tennille,1977,89,1,1970s,0.0
walk this way,aerosmith,1977,90,1,1970s,0.0
year of the cat,al stewart,1977,92,1,1970s,0.0
boogie nights,heatwave,1977,93,1,1970s,0.0
go your own way,fleetwood mac,1977,94,1,1970s,0.0
sorry seems to be the hardest word,elton john,1977,95,1,1970s,0.0
dont worry baby,b.j. thomas,1977,96,1,1970s,0.0
knowing me knowing you,abba,1977,97,1,1970s,0.0
how much love,leo sayer,1977,98,1,1970s,0.0
theme from star wars,london symphony orchestra,1977,99,1,1970s,0.0
devils gun,c.j. & company,1977,100,1,1970s,0.0
shadow dancing,andy gibb,1978,1,1,1970s,1.0
night fever,bee gees,1978,2,1,1970s,1.0
you light up my life,debby boone,1978,3,1,1970s,1.0
stayin alive,bee gees,1978,4,1,1970s,1.0
kiss you all over,exile,1978,5,1,1970s,1.0
how deep is your love,bee gees,1978,6,1,1970s,1.0
baby come back,player,1978,7,1,1970s,1.0
love is thicker than water,andy gibb,1978,8,1,1970s,1.0
boogie oogie oogie,a taste of honey,1978,9,1,1970s,1.0
three times a lady,commodores,1978,10,1,1970s,1.0
grease,frankie valli,1978,11,1,1970s,0.0
i go crazy,paul davis,1978,12,1,1970s,0.0
youre the one that i want,john travolta & olivia newton-john,1978,13,1,1970s,0.0
emotion,samantha sang,1978,14,1,1970s,0.0
lay down sally,eric clapton,1978,15,1,1970s,0.0
miss you,the rolling stones,1978,16,1,1970s,0.0
just the way you are,billy joel,1978,17,1,1970s,0.0
with a little luck,wings,1978,18,1,1970s,0.0
if i cant have you,yvonne elliman,1978,19,1,1970s,0.0
dance dance dance,chic,1978,20,1,1970s,0.0
feels so good,chuck mangione,1978,21,1,1970s,0.0
love is like oxygen,sweet,1978,23,1,1970s,0.0
its a heartache,bonnie tyler,1978,24,1,1970s,0.0
baker street,gerry rafferty,1978,26,1,1970s,0.0
two out of three aint bad,meat loaf,1978,30,1,1970s,0.0
take a chance on me,abba,1978,32,1,1970s,0.0
sometimes when we touch,dan hill,1978,33,1,1970s,0.0
last dance,donna summer,1978,34,1,1970s,0.0
hopelessly devoted to you,olivia newton-john,1978,35,1,1970s,0.0
hot blooded,foreigner,1978,36,1,1970s,0.0
the closer i get to you,roberta flack,1978,38,1,1970s,0.0
dust in the wind,kansas,1978,39,1,1970s,0.0
short people,randy newman,1978,41,1,1970s,0.0
use ta be my girl,the o'jays,1978,42,1,1970s,0.0
our love,natalie cole,1978,43,1,1970s,0.0
love will find a way,pablo cruise,1978,44,1,1970s,0.0
an everlasting love,andy gibb,1978,45,1,1970s,0.0
love is in the air,john paul young,1978,46,1,1970s,0.0
goodbye girl,david gates,1978,47,1,1970s,0.0
slip slidin away,paul simon,1978,48,1,1970s,0.0
the groove line,heatwave,1978,49,1,1970s,0.0
thunder island,jay ferguson,1978,50,1,1970s,0.0
imaginary lover,atlanta rhythm section,1978,51,1,1970s,0.0
still the same,bob seger & the silver bullet band,1978,52,1,1970s,0.0
my angel baby,toby beau,1978,53,1,1970s,0.0
disco inferno,the trammps,1978,54,1,1970s,0.0
on broadway,george benson,1978,55,1,1970s,0.0
come sail away,styx,1978,56,1,1970s,0.0
this time im in it for love,player,1978,58,1,1970s,0.0
you belong to me,carly simon,1978,59,1,1970s,0.0
here you come again,dolly parton,1978,60,1,1970s,0.0
blue bayou,linda ronstadt,1978,61,1,1970s,0.0
peg,steely dan,1978,62,1,1970s,0.0
you needed me,anne murray,1978,63,1,1970s,0.0
reminiscing,little river band,1978,65,1,1970s,0.0
count on me,jefferson starship,1978,66,1,1970s,0.0
baby hold on,eddie money,1978,67,1,1970s,0.0
hey deanie,shaun cassidy,1978,68,1,1970s,0.0
summer nights,"john travolta, olivia newton-john & grease cast",1978,69,1,1970s,0.0
whats your name,lynyrd skynyrd,1978,70,1,1970s,0.0
dont it make my brown eyes blue,crystal gayle,1978,71,1,1970s,0.0
every kinda people,robert palmer,1978,73,1,1970s,0.0
copacabana,barry manilow,1978,74,1,1970s,0.0
you and i,rick james,1978,76,1,1970s,0.0
serpentine fire,"earth, wind & fire",1978,77,1,1970s,0.0
sentimental lady,bob welch,1978,78,1,1970s,0.0
falling,le blanc & carr,1978,79,1,1970s,0.0
dont let me be misunderstood,santa esmeralda,1978,80,1,1970s,0.0
bluer than blue,michael johnson,1978,81,1,1970s,0.0
running on empty,jackson browne,1978,82,1,1970s,0.0
get off,foxy,1978,85,1,1970s,0.0
lifes been good,joe walsh,1978,87,1,1970s,0.0
you cant turn me off,high inergy,1978,89,1,1970s,0.0
its so easy,linda ronstadt,1978,90,1,1970s,0.0
native new yorker,odyssey,1978,91,1,1970s,0.0
flashlight,parliament,1978,92,1,1970s,0.0
dont look back,boston,1978,93,1,1970s,0.0
turn to stone,electric light orchestra,1978,94,1,1970s,0.0
i cant stand the rain,eruption,1978,95,1,1970s,0.0
ebony eyes,bob welch,1978,96,1,1970s,0.0
the name of the game,abba,1978,97,1,1970s,0.0
were all alone,rita coolidge,1978,98,1,1970s,0.0
hollywood nights,bob seger & the silver bullet band,1978,99,1,1970s,0.0
deacon blues,steely dan,1978,100,1,1970s,0.0
my sharona,the knack,1979,1,1,1970s,1.0
bad girls,donna summer,1979,2,1,1970s,1.0
le freak,chic,1979,3,1,1970s,1.0
do ya think im sexy,rod stewart,1979,4,1,1970s,1.0
reunited,peaches & herb,1979,5,1,1970s,1.0
i will survive,gloria gaynor,1979,6,1,1970s,1.0
hot stuff,donna summer,1979,7,1,1970s,1.0
ymca,village people,1979,8,1,1970s,1.0
ring my bell,anita ward,1979,9,1,1970s,1.0
sad eyes,robert john,1979,10,1,1970s,1.0
too much heaven,bee gees,1979,11,1,1970s,0.0
when youre in love with a beautiful woman,dr. hook,1979,13,1,1970s,0.0
makin it,david naughton,1979,14,1,1970s,0.0
fire,the pointer sisters,1979,15,1,1970s,0.0
tragedy,bee gees,1979,16,1,1970s,0.0
a little more love,olivia newton-john,1979,17,1,1970s,0.0
heart of glass,blondie,1979,18,1,1970s,0.0
what a fool believes,the doobie brothers,1979,19,1,1970s,0.0
good times,chic,1979,20,1,1970s,0.0
you dont bring me flowers,barbra streisand & neil diamond,1979,21,1,1970s,0.0
knock on wood,amii stewart,1979,22,1,1970s,0.0
lead me on,maxine nightingale,1979,24,1,1970s,0.0
dont cry out loud,melissa manchester,1979,26,1,1970s,0.0
the logical song,supertramp,1979,27,1,1970s,0.0
my life,billy joel,1979,28,1,1970s,0.0
just when i needed you most,randy vanwarmer,1979,29,1,1970s,0.0
you cant change that,raydio,1979,30,1,1970s,0.0
shake your groove thing,peaches & herb,1979,31,1,1970s,0.0
ill never love this way again,dionne warwick,1979,32,1,1970s,0.0
love you inside out,bee gees,1979,33,1,1970s,0.0
i want you to want me,cheap trick,1979,34,1,1970s,0.0
main event,barbra streisand,1979,35,1,1970s,0.0
mama cant buy you love,elton john,1979,36,1,1970s,0.0
i was made for dancing,leif garrett,1979,37,1,1970s,0.0
after the love has gone,"earth, wind & fire",1979,38,1,1970s,0.0
the gambler,kenny rogers,1979,40,1,1970s,0.0
lotta love,nicolette larson,1979,41,1,1970s,0.0
lady,little river band,1979,42,1,1970s,0.0
heaven must have sent you,bonnie pointer,1979,43,1,1970s,0.0
hold the line,toto,1979,44,1,1970s,0.0
hes the greatest dancer,sister sledge,1979,45,1,1970s,0.0
sharing the night together,dr. hook,1979,46,1,1970s,0.0
she believes in me,kenny rogers,1979,47,1,1970s,0.0
in the navy,village people,1979,48,1,1970s,0.0
music box dancer,frank mills,1979,49,1,1970s,0.0
the devil went down to georgia,charlie daniels band,1979,50,1,1970s,0.0
gold,john stewart,1979,51,1,1970s,0.0
goodnight tonight,wings,1979,52,1,1970s,0.0
we are family,sister sledge,1979,53,1,1970s,0.0
rock n roll fantasy,bad company,1979,54,1,1970s,0.0
every 1s a winner,hot chocolate,1979,55,1,1970s,0.0
take me home,cher,1979,56,1,1970s,0.0
boogie wonderland,"earth, wind & fire",1979,57,1,1970s,0.0
dont throw it all away,andy gibb,1979,58,1,1970s,0.0
what you wont do for love,bobby caldwell,1979,59,1,1970s,0.0
new york groove,ace frehley,1979,60,1,1970s,0.0
sultans of swing,dire straits,1979,61,1,1970s,0.0
i want your love,chic,1979,62,1,1970s,0.0
aint no stoppin us now,mcfadden & whitehead,1979,65,1,1970s,0.0
lonesome loser,little river band,1979,66,1,1970s,0.0
renegade,styx,1979,67,1,1970s,0.0
love is the answer,england dan & john ford coley,1979,68,1,1970s,0.0
got to be real,cheryl lynn,1979,69,1,1970s,0.0
born to be alive,patrick hernandez,1979,70,1,1970s,0.0
shine a little love,electric light orchestra,1979,71,1,1970s,0.0
i just fall in love again,anne murray,1979,72,1,1970s,0.0
shake it,ian matthews,1979,73,1,1970s,0.0
i was made for lovin you,kiss,1979,74,1,1970s,0.0
i just wanna stop,gino vannelli,1979,75,1,1970s,0.0
ooh baby baby,linda ronstadt,1979,77,1,1970s,0.0
september,"earth, wind & fire",1979,78,1,1970s,0.0
time passages,al stewart,1979,79,1,1970s,0.0
rise,herb alpert,1979,80,1,1970s,0.0
dont bring me down,electric light orchestra,1979,81,1,1970s,0.0
promises,eric clapton,1979,82,1,1970s,0.0
get used to it,roger voudoris,1979,83,1,1970s,0.0
how much i feel,ambrosia,1979,84,1,1970s,0.0
suspicions,eddie rabbitt,1979,85,1,1970s,0.0
you take my breath away,rex smith,1979,86,1,1970s,0.0
how you gonna see me now,alice cooper,1979,87,1,1970s,0.0
double vision,foreigner,1979,88,1,1970s,0.0
somewhere in the night,barry manilow,1979,93,1,1970s,0.0
weve got tonight,bob seger & the silver bullet band,1979,94,1,1970s,0.0
dance the night away,van halen,1979,95,1,1970s,0.0
dancing shoes,nigel olsson,1979,96,1,1970s,0.0
the boss,diana ross,1979,97,1,1970s,0.0
sail on,commodores,1979,98,1,1970s,0.0
strange way,firefall,1979,100,1,1970s,0.0
magic,olivia newton-john,1980,3,1,1980s,1.0
rock with you,michael jackson,1980,4,1,1980s,1.0
do that to me one more time,captain & tennille,1980,5,1,1980s,1.0
crazy little thing called love,queen,1980,6,1,1980s,1.0
funkytown,"lipps, inc.",1980,8,1,1980s,1.0
the rose,bette midler,1980,10,1,1980s,1.0
escape,rupert holmes,1980,11,1,1980s,0.0
cars,gary numan,1980,12,1,1980s,0.0
cruisin,smokey robinson,1980,13,1,1980s,0.0
lost in love,air supply,1980,15,1,1980s,0.0
little jeannie,elton john,1980,16,1,1980s,0.0
ride like the wind,christopher cross,1980,17,1,1980s,0.0
upside down,diana ross,1980,18,1,1980s,0.0
babe,styx,1980,20,1,1980s,0.0
with you im born again,billy preston & syreeta,1980,21,1,1980s,0.0
shining star,the manhattans,1980,22,1,1980s,0.0
still,commodores,1980,23,1,1980s,0.0
sexy eyes,dr. hook,1980,25,1,1980s,0.0
steal away,robbie dupree,1980,26,1,1980s,0.0
biggest part of me,ambrosia,1980,27,1,1980s,0.0
this is it,kenny loggins,1980,28,1,1980s,0.0
lets get serious,jermaine jackson,1980,30,1,1980s,0.0
sailing,christopher cross,1980,32,1,1980s,0.0
longer,dan fogelberg,1980,33,1,1980s,0.0
coward of the county,kenny rogers,1980,34,1,1980s,0.0
ladies night,kool & the gang,1980,35,1,1980s,0.0
too hot,kool & the gang,1980,36,1,1980s,0.0
more love,kim carnes,1980,39,1,1980s,0.0
pop muzik,m,1980,40,1,1980s,0.0
brass in pocket,pretenders,1980,41,1,1980s,0.0
special lady,"ray, goodman & brown",1980,42,1,1980s,0.0
send one your love,stevie wonder,1980,43,1,1980s,0.0
the second time around,shalamar,1980,44,1,1980s,0.0
we dont talk anymore,cliff richard,1980,45,1,1980s,0.0
stomp,the brothers johnson,1980,46,1,1980s,0.0
heartache tonight,eagles,1980,47,1,1980s,0.0
tired of toein the line,rocky burnette,1980,48,1,1980s,0.0
better love next time,dr. hook,1980,49,1,1980s,0.0
him,rupert holmes,1980,50,1,1980s,0.0
on the radio,donna summer,1980,52,1,1980s,0.0
emotional rescue,the rolling stones,1980,53,1,1980s,0.0
all out of love,air supply,1980,55,1,1980s,0.0
cool change,little river band,1980,56,1,1980s,0.0
youre only lonely,j.d. souther,1980,57,1,1980s,0.0
desire,andy gibb,1980,58,1,1980s,0.0
let my love open the door,pete townshend,1980,59,1,1980s,0.0
romeos tune,steve forbert,1980,60,1,1980s,0.0
daydream believer,anne murray,1980,61,1,1980s,0.0
i cant tell you why,eagles,1980,62,1,1980s,0.0
dont let go,isaac hayes,1980,63,1,1980s,0.0
shes out of my life,michael jackson,1980,65,1,1980s,0.0
fame,irene cara,1980,66,1,1980s,0.0
how do i make you,linda ronstadt,1980,68,1,1980s,0.0
into the night,benny mardones,1980,69,1,1980s,0.0
let me love you tonight,pure prairie league,1980,70,1,1980s,0.0
misunderstanding,genesis,1980,71,1,1980s,0.0
an american dream,the dirt band,1980,72,1,1980s,0.0
one fine day,carole king,1980,73,1,1980s,0.0
dim all the lights,donna summer,1980,74,1,1980s,0.0
you may be right,billy joel,1980,75,1,1980s,0.0
shouldve never let you go,neil sedaka & dara sedaka,1980,76,1,1980s,0.0
pilot of the airwaves,charlie dore,1980,77,1,1980s,0.0
hurt so bad,linda ronstadt,1980,78,1,1980s,0.0
off the wall,michael jackson,1980,79,1,1980s,0.0
i pledge my love,peaches & herb,1980,80,1,1980s,0.0
the long run,eagles,1980,81,1,1980s,0.0
stand by me,mickey gilley,1980,82,1,1980s,0.0
heartbreaker,pat benatar,1980,83,1,1980s,0.0
drivin my life away,eddie rabbitt,1980,85,1,1980s,0.0
take the long way home,supertramp,1980,86,1,1980s,0.0
sara,fleetwood mac,1980,87,1,1980s,0.0
jo jo,boz scaggs,1980,89,1,1980s,0.0
september morn,neil diamond,1980,90,1,1980s,0.0
give me the night,george benson,1980,91,1,1980s,0.0
broken hearted me,anne murray,1980,92,1,1980s,0.0
you decorated my life,kenny rogers,1980,93,1,1980s,0.0
tusk,fleetwood mac,1980,94,1,1980s,0.0
i wanna be your lover,prince,1980,95,1,1980s,0.0
in america,the charlie daniels band,1980,96,1,1980s,0.0
breakdown dead ahead,boz scaggs,1980,97,1,1980s,0.0
ships,barry manilow,1980,98,1,1980s,0.0
all night long,joe walsh,1980,99,1,1980s,0.0
bette davis eyes,kim carnes,1981,1,1,1980s,1.0
lady,kenny rogers,1981,3,1,1980s,1.0
starting over,john lennon,1981,4,1,1980s,1.0
jessies girl,rick springfield,1981,5,1,1980s,1.0
celebration,kool & the gang,1981,6,1,1980s,1.0
i love a rainy night,eddie rabbitt,1981,8,1,1980s,1.0
9 to 5,dolly parton,1981,9,1,1980s,1.0
keep on loving you,reo speedwagon,1981,10,1,1980s,1.0
morning train,sheena easton,1981,12,1,1980s,0.0
being with you,smokey robinson,1981,13,1,1980s,0.0
queen of hearts,juice newton,1981,14,1,1980s,0.0
rapture,blondie,1981,15,1,1980s,0.0
a woman needs love,ray parker jr. & raydio,1981,16,1,1980s,0.0
